Action,MachineName,UserNameAndPID,TimeCreated
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 4:24:08 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 4:21:11 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 3:13:36 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 12:44:21 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 9:57:29 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 9:13:54 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/27/2019 8:17:22 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 11:14:05 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 8:26:11 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 4:39:31 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 12:53:59 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 10:33:11 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 9:35:40 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 2:49:32 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/26/2019 1:32:50 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 8:57:38 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 8:42:16 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 3:49:22 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 2:50:21 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 9:46:30 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 8:54:03 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/25/2019 1:43:30 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 11:24:42 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 11:24:12 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 11:19:37 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 10:04:55 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 7:55:13 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 5:29:14 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 9:00:10 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 3:39:15 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 2:31:09 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 2:15:33 AM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/24/2019 1:00:42 AM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 10:56:18 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 3:46:59 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 3:46:28 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 3:23:25 PM
Logoff,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 3:21:29 PM
Logon,DESKTOP-2HBFK10,"LuanPD              S-1-5-21-3296266387-302047794-1361278414-1001  ",8/23/2019 2:58:21 PM
Logoff,DESKTOP-2HBFK10,S-1-5-21-3296266387-302047794-1361278414-1000,8/23/2019 2:58:20 PM
Logon,DESKTOP-2HBFK10,S-1-5-21-3296266387-302047794-1361278414-1000,8/23/2019 2:56:50 PM
